Facility,Period,Voltage (% in +/- 10% of 230V)_x,Frequency (% in +/- 5% of 50Hz)_x,SAIDI,SAIFI,Quality Score,Reliability Score,PQR Score,Voltage (% in +/- 10% of 230V)_y,Voltage (% > 10% of 230V),Voltage (% < 10% of 230V),Voltage (% > 20% of 230V),Voltage (% < 20% of 230V),Frequency (% in +/- 5% of 50Hz)_y,Frequency (% > 5% of 50Hz),Frequency (% < 5% of 50Hz),Frequency (% > 15% of 50Hz),Frequency (% < 15% of 50Hz),Average outage duration,# of outages in the month that were >2 hours,# of days in the month with an outage of at least 2 hours,# of outages in the month that were >8 hours,# of days in the month with an outage of at least 8 hours,Average # of outages per day,# of days in the month with at least one outage,# of days in the month with >=3 outages
HGR Virunga,2023-05-01,0.6864,0.8953,0.0567,0.4615,0.7909,0.999,0.8949,68.64,0.0,31.36,0.0,10.42,89.53,0.0,0.04,0.0,0.0,,,,,,,,
HGR Virunga,2023-06-01,0.7709,0.9334,0.1743,0.7732,0.8522,0.996,0.9241,77.09,0.0,22.91,0.0,6.92,93.34,0.17,0.0,0.16,0.0,14.67,4.0,3.0,2.0,2.0,0.14,3.0,0.0
HGR Virunga,2023-07-01,0.7901,0.9854,0.1339,0.8291,0.8878,0.9887,0.9382,79.01,0.0,20.99,0.0,0.68,98.54,0.3,0.0,0.3,0.0,0.67,0.0,0.0,0.0,0.0,0.03,1.0,0.0
HGR Virunga,2023-08-01,0.9058,0.9881,0.239,0.8623,0.947,0.991,0.969,90.58,0.0,9.42,0.0,1.17,98.81,0.02,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.16,3.0,1.0
HGR Virunga,2023-09-01,0.8116,0.9099,0.2271,0.9808,0.8608,0.9778,0.9193,81.16,0.0,18.84,0.0,8.95,90.99,0.03,0.01,0.01,0.01,0.73,0.0,0.0,0.0,0.0,0.45,2.0,1.0
HGR Virunga,2023-10-01,0.7522,0.995,0.0509,1.3333,0.8736,0.9917,0.9327,75.22,0.44,24.34,0.23,0.93,99.5,0.0,0.01,0.0,0.0,,,,,,,,
HGR Virunga,2023-11-01,0.8454,0.9773,0.1076,0.8407,0.9114,0.9953,0.9533,84.54,0.0,15.46,0.0,0.84,97.73,1.44,0.02,0.08,0.0,1.38,1.0,1.0,0.0,0.0,0.23,6.0,0.0
HGR Virunga,2023-12-01,0.813,0.9658,0.0979,0.9565,0.8894,0.9912,0.9403,81.3,0.0,18.7,0.0,1.47,96.58,1.59,0.02,0.0,0.0,,,,,,,,
HGR Virunga,2024-01-01,0.9398,0.9568,0.062,0.6522,0.9483,0.9995,0.9739,93.98,0.08,5.94,0.0,0.97,95.68,3.11,0.03,0.13,0.0,,,,,,,,
HGR Virunga,2024-02-01,0.7147,0.9881,0.0538,0.4622,0.8514,0.9978,0.9246,71.47,0.0,28.53,0.0,0.71,98.81,0.54,0.02,0.07,0.0,,,,,,,,
HGR Virunga,2024-03-01,0.8823,0.9928,0.0931,0.9169,0.9376,0.9957,0.9667,88.23,0.0,11.77,0.0,0.54,99.28,0.13,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.03,1.0,0.0
HGR Virunga,2024-04-01,0.8597,0.9922,0.0828,0.9167,0.926,0.996,0.961,85.97,0.0,14.03,0.0,0.38,99.22,0.35,0.0,0.02,0.0,1.33,0.0,0.0,0.0,0.0,0.03,1.0,0.0
HGR Virunga,2024-05-01,0.7734,0.9884,0.1836,1.0156,0.8809,0.9923,0.9366,77.34,0.0,22.66,0.0,0.87,98.84,0.33,0.0,0.03,0.0,0.32,0.0,0.0,0.0,0.0,0.39,11.0,0.0
HGR Virunga,2024-06-01,0.7935,0.9797,0.1595,0.9596,0.8866,0.9896,0.9381,79.35,0.0,20.65,0.0,0.76,97.97,1.24,0.0,0.1,0.0,0.33,0.0,0.0,0.0,0.0,0.27,7.0,0.0
HGR Virunga,2024-07-01,0.9307,0.9617,0.3457,1.6648,0.9462,0.9899,0.968,93.07,0.0,6.93,0.0,1.98,96.17,1.79,0.0,0.03,0.0,0.56,1.0,1.0,0.0,0.0,0.55,9.0,3.0
HGR Virunga,2024-08-01,0.9747,0.9813,0.231,0.9667,0.978,0.9714,0.9747,97.47,0.0,2.53,0.0,1.02,98.13,0.77,0.0,0.04,0.0,0.56,0.0,0.0,0.0,0.0,0.1,3.0,0.0
HGR Virunga,2024-09-01,0.9457,0.9731,0.2153,0.6667,0.9594,0.9934,0.9764,94.57,0.0,5.43,0.0,0.94,97.31,1.57,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,0.43,11.0,0.0
HGR Virunga,2024-10-01,0.8897,0.9649,0.2374,0.5333,0.9273,0.9944,0.9608,88.97,0.98,10.05,0.6,2.89,96.49,1.09,0.0,0.0,0.0,0.49,1.0,1.0,0.0,0.0,1.0,10.0,2.0
HGR Walikale,2022-07-01,0.9999,0.949,0.0,0.1579,0.9744,1.0,0.9872,99.99,0.0,0.01,0.0,0.01,94.9,2.45,0.04,2.43,0.0,,,,,,,,
HGR Walikale,2022-08-01,1.0,0.9524,0.0,0.4938,0.9762,1.0,0.9881,100.0,0.0,0.0,0.0,0.0,95.24,1.79,0.0,1.77,0.0,,,,,,,,
HGR Walikale,2022-09-01,0.9824,0.9362,0.0,0.2083,0.9593,1.0,0.9796,98.24,0.0,1.76,0.0,1.76,93.62,1.8,0.02,1.77,0.0,3.78,2.0,1.0,1.0,1.0,0.2,2.0,1.0
HGR Walikale,2022-10-01,0.9759,0.9371,0.0,1.0536,0.9565,1.0,0.9782,97.59,0.0,2.41,0.0,2.41,93.71,1.67,0.0,1.66,0.0,0.44,0.0,0.0,0.0,0.0,0.12,2.0,0.0
HGR Walikale,2022-11-01,0.9996,0.9742,0.0,0.7222,0.9869,1.0,0.9934,99.96,0.0,0.04,0.0,0.04,97.42,1.06,0.01,0.92,0.0,0.33,0.0,0.0,0.0,0.0,0.03,1.0,0.0
HGR Walikale,2022-12-01,1.0,0.9776,0.0,0.85,0.9888,1.0,0.9944,100.0,0.0,0.0,0.0,0.0,97.76,0.94,0.01,0.75,0.0,,,,,,,,
HGR Walikale,2023-01-01,1.0,0.9909,0.0,0.5556,0.9954,1.0,0.9977,100.0,0.0,0.0,0.0,0.0,99.09,0.37,0.01,0.35,0.0,,,,,,,,
HGR Walikale,2023-02-01,0.9996,0.9773,0.0,0.5652,0.9884,1.0,0.9942,99.96,0.0,0.04,0.0,0.04,97.73,1.11,0.02,0.92,0.0,0.17,0.0,0.0,0.0,0.0,0.04,1.0,0.0
HGR Walikale,2023-03-01,0.7176,0.7059,0.0,0.6624,0.7118,1.0,0.8559,71.76,0.0,28.24,0.0,28.24,70.59,0.54,0.02,0.54,0.0,8.5,18.0,15.0,14.0,13.0,3.08,19.0,5.0
HGR Walikale,2023-04-01,0.872,0.8604,0.0,0.4286,0.8662,1.0,0.9331,87.2,0.0,12.8,0.0,12.8,86.04,0.43,0.0,0.42,0.0,10.15,16.0,15.0,14.0,14.0,1.89,16.0,3.0
HGR Walikale,2023-05-01,0.893,0.8821,0.0,0.3604,0.8876,1.0,0.9438,89.3,0.0,10.7,0.0,10.7,88.21,0.53,0.17,0.33,0.0,15.92,24.0,24.0,23.0,23.0,3.5,26.0,2.0
HGR Walikale,2023-06-01,0.751,0.7431,0.0,0.1226,0.747,1.0,0.8735,75.1,0.0,24.9,0.0,24.85,74.31,0.44,0.05,0.34,0.0,8.09,7.0,6.0,5.0,5.0,3.2,6.0,2.0
Heal Africa,2022-05-01,0.8846,0.9975,0.042,0.0,0.941,1.0,0.9705,88.46,0.0,11.54,0.0,0.25,99.75,0.0,0.0,0.0,0.0,,,,,,,,
Heal Africa,2022-06-01,0.8401,0.9974,0.0228,0.2,0.9188,1.0,0.9594,84.01,0.0,15.99,0.0,0.61,99.74,0.02,0.01,0.02,0.01,0.19,0.0,0.0,0.0,0.0,0.27,8.0,0.0
Heal Africa,2022-07-01,0.7971,0.9866,0.1218,0.6207,0.8918,0.999,0.9454,79.71,0.0,20.29,0.0,2.02,98.66,0.08,0.04,0.08,0.02,0.39,0.0,0.0,0.0,0.0,0.55,12.0,2.0
Heal Africa,2022-08-01,0.8097,0.9652,0.0816,0.7264,0.8874,0.9986,0.943,80.97,0.0,19.03,0.0,4.36,96.52,0.05,0.12,0.05,0.07,1.19,1.0,1.0,1.0,1.0,0.52,10.0,2.0
Heal Africa,2022-09-01,0.8768,0.9937,0.0879,0.7876,0.9352,0.9937,0.9645,87.68,0.0,12.32,0.0,0.74,99.37,0.02,0.2,0.02,0.0,0.18,0.0,0.0,0.0,0.0,0.37,8.0,0.0
Heal Africa,2022-10-01,0.9035,0.9904,0.1689,1.0459,0.947,0.9948,0.9709,90.35,0.0,9.65,0.0,0.95,99.04,0.02,0.0,0.02,0.0,0.27,0.0,0.0,0.0,0.0,0.58,12.0,1.0
Heal Africa,2022-11-01,0.9539,0.9939,0.0914,1.2222,0.9739,0.9936,0.9837,95.39,0.0,4.61,0.0,0.58,99.39,0.03,0.03,0.03,0.0,0.17,0.0,0.0,0.0,0.0,0.4,10.0,0.0
Heal Africa,2022-12-01,0.9591,0.9917,0.0414,0.5432,0.9754,0.9992,0.9873,95.91,0.0,4.09,0.0,0.82,99.17,0.01,0.01,0.01,0.0,0.2,0.0,0.0,0.0,0.0,0.48,13.0,0.0
Heal Africa,2023-01-01,0.9734,0.9933,0.1254,1.4439,0.9834,0.9924,0.9879,97.34,0.0,2.66,0.0,0.66,99.33,0.0,0.01,0.0,0.01,0.24,0.0,0.0,0.0,0.0,0.77,15.0,1.0
Heal Africa,2023-02-01,0.901,0.9979,0.0333,0.5455,0.9494,0.9996,0.9745,90.1,0.0,9.9,0.0,0.19,99.79,0.03,0.0,0.03,0.0,0.17,0.0,0.0,0.0,0.0,0.18,5.0,0.0
Heal Africa,2023-03-01,0.8949,0.9606,0.0302,0.5718,0.9278,0.9983,0.963,89.49,0.0,10.51,0.0,3.78,96.06,0.11,0.0,0.11,0.0,16.47,9.0,9.0,9.0,9.0,0.54,13.0,0.0
Heal Africa,2023-04-01,0.896,0.9651,0.0426,0.4806,0.9306,0.9989,0.9647,89.6,0.0,10.4,0.0,3.4,96.51,0.06,0.0,0.06,0.0,6.19,3.0,3.0,3.0,3.0,0.41,10.0,1.0
Heal Africa,2023-05-01,0.9066,0.9987,0.0168,0.3204,0.9526,0.9995,0.976,90.66,0.0,9.34,0.0,0.12,99.87,0.02,0.0,0.02,0.0,13.17,1.0,1.0,1.0,1.0,0.03,1.0,0.0
Heal Africa,2023-06-01,0.9652,0.997,0.0284,0.3494,0.9811,0.9998,0.9904,96.52,0.0,3.48,0.0,0.25,99.7,0.05,0.0,0.05,0.0,0.67,0.0,0.0,0.0,0.0,0.03,1.0,0.0
Heal Africa,2023-07-01,0.9682,0.9973,0.0309,0.5991,0.9828,0.9987,0.9908,96.82,0.0,3.18,0.0,0.16,99.73,0.05,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,0.06,2.0,0.0
Heal Africa,2023-08-01,0.9786,0.996,0.0379,0.7806,0.9873,0.999,0.9931,97.86,0.0,2.14,0.0,0.24,99.6,0.12,0.01,0.12,0.0,,,,,,,,
Heal Africa,2023-09-01,0.933,0.9952,0.0593,1.0375,0.9641,0.9972,0.9807,93.3,0.0,6.7,0.0,0.34,99.52,0.1,0.02,0.09,0.0,0.5,0.0,0.0,0.0,0.0,0.07,2.0,0.0
Heal Africa,2023-10-01,0.9006,0.9947,0.0325,0.8605,0.9476,0.9983,0.9729,90.06,0.0,9.94,0.0,0.55,99.47,0.07,0.0,0.07,0.0,0.79,1.0,1.0,0.0,0.0,0.13,4.0,0.0
Heal Africa,2023-11-01,0.8756,0.9711,0.047,0.6828,0.9234,0.998,0.9607,87.56,0.0,12.44,0.0,2.84,97.11,0.24,0.01,0.24,0.0,3.64,2.0,1.0,1.0,1.0,0.2,3.0,1.0
Heal Africa,2023-12-01,0.889,0.9968,0.0374,0.1993,0.9429,0.9996,0.9712,88.9,0.0,11.1,0.0,0.23,99.68,0.07,0.0,0.07,0.0,0.38,0.0,0.0,0.0,0.0,0.26,8.0,0.0
Heal Africa,2024-01-01,0.8668,0.9962,0.0463,0.22,0.9315,0.9996,0.9655,86.68,0.0,13.32,0.0,0.48,99.62,0.09,0.01,0.09,0.0,0.58,0.0,0.0,0.0,0.0,0.13,4.0,0.0
Heal Africa,2024-02-01,0.7967,0.9938,0.0378,0.4092,0.8952,0.9987,0.9469,79.67,0.0,20.33,0.0,0.9,99.38,0.22,0.0,0.22,0.0,0.5,0.0,0.0,0.0,0.0,0.14,4.0,0.0
Heal Africa,2024-03-01,0.7192,0.9919,0.0229,0.7577,0.8556,0.9994,0.9275,71.92,0.0,28.08,0.0,1.93,99.19,0.12,0.28,0.12,0.0,0.93,1.0,1.0,0.0,0.0,0.23,5.0,0.0
Heal Africa,2024-04-01,0.7511,0.8916,0.0231,0.36,0.8214,0.9994,0.9104,75.11,0.0,24.89,0.0,11.54,89.16,0.12,0.0,0.12,0.0,7.97,16.0,13.0,11.0,11.0,1.61,14.0,4.0
Heal Africa,2024-06-01,0.5198,0.6287,0.0022,1.2168,0.5742,0.9998,0.787,51.98,0.0,48.02,0.0,36.22,62.87,0.41,0.0,0.41,0.0,19.51,25.0,24.0,22.0,22.0,9.33,24.0,1.0
Heal Africa,2024-07-01,0.0,0.1694,0.0125,0.2917,0.0847,0.9997,0.5422,0.0,0.0,100.0,0.0,83.06,16.94,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Hôpital Provincial,2022-06-01,0.9984,0.9989,0.0126,0.2401,0.9986,0.9998,0.9992,99.84,0.0,0.16,0.0,0.1,99.89,0.02,0.0,0.02,0.0,0.27,0.0,0.0,0.0,0.0,0.17,5.0,0.0
Hôpital Provincial,2022-07-01,0.9985,0.9989,0.0125,0.6746,0.9987,0.9991,0.9989,99.85,0.0,0.15,0.0,0.1,99.89,0.0,0.02,0.0,0.0,,,,,,,,
Hôpital Provincial,2022-08-01,0.9988,0.9991,0.0079,0.4028,0.999,0.9998,0.9994,99.88,0.0,0.12,0.0,0.09,99.91,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.06,2.0,0.0
Hôpital Provincial,2022-09-01,0.9986,0.9985,0.014,0.4817,0.9986,0.9996,0.9991,99.86,0.0,0.14,0.0,0.11,99.85,0.03,0.02,0.03,0.0,0.58,0.0,0.0,0.0,0.0,0.07,2.0,0.0
Hôpital Provincial,2022-10-01,0.9961,0.996,0.0708,0.9683,0.996,0.997,0.9965,99.61,0.0,0.39,0.0,0.38,99.6,0.01,0.0,0.01,0.0,0.39,0.0,0.0,0.0,0.0,0.1,3.0,0.0
Hôpital Provincial,2022-11-01,0.9955,0.9953,0.1001,0.5052,0.9954,0.9978,0.9966,99.55,0.0,0.45,0.0,0.45,99.53,0.0,0.03,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.17,5.0,0.0
Hôpital Provincial,2022-12-01,0.9986,0.9986,0.0165,0.796,0.9986,0.9993,0.999,99.86,0.0,0.14,0.0,0.13,99.86,0.0,0.01,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,3.0,0.0
Hôpital Provincial,2023-01-01,0.9985,0.9984,0.0145,0.6739,0.9984,0.999,0.9987,99.85,0.0,0.15,0.0,0.13,99.84,0.03,0.0,0.02,0.0,0.4,0.0,0.0,0.0,0.0,0.16,4.0,0.0
Hôpital Provincial,2023-02-01,0.9995,0.9997,0.0015,1.0,0.9996,0.9999,0.9997,99.95,0.0,0.05,0.0,0.04,99.97,0.0,0.0,0.0,0.0,,,,,,,,
Hôpital Provincial,2023-03-01,0.9985,0.9986,0.0291,0.5769,0.9986,0.9991,0.9988,99.85,0.0,0.15,0.0,0.14,99.86,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.06,2.0,0.0
Hôpital Provincial,2023-04-01,0.9994,0.9995,0.0051,0.4231,0.9994,0.9999,0.9996,99.94,0.0,0.06,0.0,0.05,99.95,0.0,0.0,0.0,0.0,,,,,,,,
Hôpital Provincial,2023-05-01,0.9986,0.9998,0.0004,0.7928,0.9992,1.0,0.9996,99.86,0.0,0.14,0.0,0.01,99.98,0.0,0.01,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.03,1.0,0.0
Hôpital Provincial,2023-06-01,0.9995,0.9995,0.0093,0.6,0.9995,1.0,0.9997,99.95,0.0,0.05,0.0,0.05,99.95,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.1,1.0,1.0
Hôpital Provincial,2023-07-01,0.9989,0.9988,0.0168,0.8811,0.9988,0.999,0.9989,99.89,0.0,0.11,0.0,0.1,99.88,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.13,4.0,0.0
Hôpital Provincial,2023-08-01,0.9998,0.9996,0.0002,0.7778,0.9997,1.0,0.9998,99.98,0.0,0.02,0.0,0.02,99.96,0.0,0.01,0.0,0.0,,,,,,,,
Hôpital Provincial,2023-09-01,0.9967,0.9978,0.0386,0.4455,0.9972,0.9995,0.9983,99.67,0.0,0.33,0.0,0.21,99.78,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,2.0,0.0
Hôpital Provincial,2023-10-01,0.9976,0.9991,0.0145,0.6459,0.9984,0.9996,0.999,99.76,0.0,0.24,0.0,0.07,99.91,0.01,0.0,0.01,0.0,0.17,0.0,0.0,0.0,0.0,0.13,4.0,0.0
Hôpital Provincial,2023-11-01,0.9979,0.9998,0.0008,0.2456,0.9988,1.0,0.9994,99.79,0.0,0.21,0.0,0.02,99.98,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.03,1.0,0.0
Hôpital Provincial,2023-12-01,0.9948,0.9986,0.0272,0.4783,0.9967,0.999,0.9979,99.48,0.0,0.52,0.0,0.13,99.86,0.01,0.01,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,4.0,0.0
Hôpital Provincial,2024-01-01,0.9931,0.9979,0.0427,1.1676,0.9955,0.9977,0.9966,99.31,0.0,0.69,0.0,0.21,99.79,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.35,10.0,0.0
Hôpital Provincial,2024-02-01,0.9928,0.9991,0.0168,0.5526,0.996,0.9998,0.9979,99.28,0.02,0.69,0.0,0.08,99.91,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.14,4.0,0.0
Hôpital Provincial,2024-03-01,0.9794,0.9982,0.031,0.4405,0.9888,0.9996,0.9942,97.94,0.0,2.06,0.0,0.16,99.82,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.16,4.0,0.0
Hôpital Provincial,2024-04-01,0.9958,0.9982,0.0312,0.7057,0.997,0.999,0.998,99.58,0.0,0.42,0.0,0.17,99.82,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,3.0,0.0
Hôpital Provincial,2024-05-01,0.9987,0.9987,0.0125,1.3655,0.9987,0.9998,0.9993,99.87,0.0,0.13,0.0,0.12,99.87,0.01,0.0,0.01,0.0,0.67,0.0,0.0,0.0,0.0,0.03,1.0,0.0
Hôpital Provincial,2024-06-01,0.9995,0.9989,0.0019,0.6061,0.9992,0.9999,0.9996,99.95,0.01,0.04,0.0,0.04,99.89,0.06,0.01,0.06,0.0,,,,,,,,
Hôpital Provincial,2024-07-01,0.9974,0.9979,0.0179,0.9737,0.9976,0.9995,0.9986,99.74,0.0,0.26,0.0,0.21,99.79,0.01,0.01,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.1,3.0,0.0
Hôpital Provincial,2024-08-01,0.978,0.9784,0.026,0.7041,0.9782,0.9995,0.9889,97.8,0.04,2.17,0.0,2.15,97.84,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.52,6.0,2.0
Hôpital Provincial,2024-09-01,0.9696,0.9701,0.2221,0.7778,0.9698,0.9844,0.9771,96.96,0.02,3.02,0.0,3.0,97.01,0.0,0.01,0.0,0.0,1.03,1.0,1.0,0.0,0.0,0.7,11.0,3.0
Hôpital Provincial,2024-10-01,0.9815,0.9815,0.1478,1.8214,0.9815,0.9929,0.9872,98.15,0.0,1.85,0.0,1.83,98.15,0.01,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.8,9.0,1.0
